"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0618153969";"The Lord of the Rings";"J. R. R. Tolkien";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618153969.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618153969.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618153969.01.LZZZZZZZ.jpg"
"0395974682";"The Lord of the Rings (One Volume Edition)";"J. R. R. Tolkien";"1999";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0395974682.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395974682.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395974682.01.LZZZZZZZ.jpg"
"0618260250";"The Lord of the Rings";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260250.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260250.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260250.01.LZZZZZZZ.jpg"
"0618260293";"The Lord of the Rings";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260293.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260293.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260293.01.LZZZZZZZ.jpg"
"039548930X";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"1988";"Houghton Mifflin Company";"http://images.amazon.com/images/P/039548930X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039548930X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039548930X.01.LZZZZZZZ.jpg"
"0395489334";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"1988";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0395489334.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395489334.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395489334.01.LZZZZZZZ.jpg"
"0395489318";"The Fellowship of the Ring (The Lord of the Rings, Part 1)";"J. R. R. Tolkien";"1988";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0395489318.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395489318.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395489318.01.LZZZZZZZ.jpg"
"0618260285";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260285.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260285.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260285.01.LZZZZZZZ.jpg"
"0345332083";"The Fellowship of the Ring: 1st Part: The Lord of the Rings (Eflkien, J. R. R. Lord of the Rings, Pt. 1.)";"J. R. R. Tolkien";"1985";"Ballantine Books";"http://images.amazon.com/images/P/0345332083.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345332083.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345332083.01.LZZZZZZZ.jpg"
"0618129081";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618129081.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618129081.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618129081.01.LZZZZZZZ.jpg"
"0965307883";"The Lord of the Rings: The QPB Companion to the Lord of the Rings (The Companion to the Lord of the Rings)";"J.R.R. Tolkien";"2001";"Quality Paper Back Book Club";"http://images.amazon.com/images/P/0965307883.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0965307883.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0965307883.01.LZZZZZZZ.jpg"
"0618260587";"The Lord of the Rings";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260587.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260587.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260587.01.LZZZZZZZ.jpg"
"0618260242";"The Lord of the Rings (Movie Art Cover)";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260242.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260242.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260242.01.LZZZZZZZ.jpg"
"0395272211";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"1988";"Houghton Mifflin";"http://images.amazon.com/images/P/0395272211.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395272211.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395272211.01.LZZZZZZZ.jpg"
"1403963193";"The Real Middle Earth : Exploring the Magic and Mystery of the Middle Ages, J.R.R. Tolkien, and \"The Lord of the Rings\"";"Brian Bates";"2003";"Palgrave Macmillan";"http://images.amazon.com/images/P/1403963193.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1403963193.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1403963193.01.LZZZZZZZ.jpg"
"039527222X";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"1988";"Houghton Mifflin";"http://images.amazon.com/images/P/039527222X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039527222X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039527222X.01.LZZZZZZZ.jpg"
"0618260277";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260277.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260277.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260277.01.LZZZZZZZ.jpg"
"0618260269";"The Fellowship of the Ring (The Lord of the Rings, Part 1)";"J. R. R. Tolkien";"2002";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618260269.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618260269.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618260269.01.LZZZZZZZ.jpg"
"0451094417";"Bored of the Rings: A Parody of J.R.R. Tolkien's The Lord of the Rings";"Harvard Lampoon";"1975";"Signet Book";"http://images.amazon.com/images/P/0451094417.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451094417.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451094417.01.LZZZZZZZ.jpg"
"0395606497";"Sauron Defeated: The End of the Third Age (The History of The Lord of the Rings, Part Four) (The History of Middle-Earth - Volume 9)";"J.R.R. Tolkien";"1992";"Houghton Mifflin";"http://images.amazon.com/images/P/0395606497.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395606497.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395606497.01.LZZZZZZZ.jpg"
"0618083596";"The War of the Ring (The History of The Lord of the Rings, Part Three) (The History of Middle-Earth - Volume 8)";"J.R.R. Tolkien";"2000";"Houghton Mifflin";"http://images.amazon.com/images/P/0618083596.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618083596.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618083596.01.LZZZZZZZ.jpg"
"039556008X";"The War of the Ring (The History of The Lord of the Rings, Part Three) (The History of Middle-Earth - Volume 8)";"J.R.R. Tolkien";"1990";"Houghton Mifflin";"http://images.amazon.com/images/P/039556008X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039556008X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039556008X.01.LZZZZZZZ.jpg"
"0395515629";"Treason of Isengard (The History of The Lord of the Rings, Part Two) (The History of Middle-Earth - Volume 7)";"J.R.R. Tolkien";"1989";"Houghton Mifflin";"http://images.amazon.com/images/P/0395515629.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395515629.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395515629.01.LZZZZZZZ.jpg"
"0395498635";"The Return of the Shadow: The History of The Lord of the Rings, Part One (The History of Middle-Earth, Vol. 6)";"Christopher Tolkien";"1989";"Houghton Mifflin";"http://images.amazon.com/images/P/0395498635.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395498635.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395498635.01.LZZZZZZZ.jpg"
"0618346260";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"2003";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618346260.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618346260.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618346260.01.LZZZZZZZ.jpg"
"0618346252";"The Fellowship of the Ring (The Lord of the Rings, Part 1)";"J. R. R. Tolkien";"2003";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618346252.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618346252.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618346252.01.LZZZZZZZ.jpg"
"0618343997";"The Lord of the Rings";"J. R. R. Tolkien";"2003";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618343997.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618343997.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618343997.01.LZZZZZZZ.jpg"
"0261102389";"The Lord of the Rings";"J. R. R. Tolkien";"1999";"HarperCollins";"http://images.amazon.com/images/P/0261102389.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0261102389.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0261102389.01.LZZZZZZZ.jpg"
"0395082560";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"1988";"Houghton Mifflin Co";"http://images.amazon.com/images/P/0395082560.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395082560.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395082560.01.LZZZZZZZ.jpg"
"0395082544";"The Fellowship of the Ring: Being the First Part of the Lord of the Rings (The Lord of the Rings / By J.R.R. Tolkien, Pt. 1)";"J. R. R. Tolkien";"1967";"Houghton Mifflin Co";"http://images.amazon.com/images/P/0395082544.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395082544.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395082544.01.LZZZZZZZ.jpg"
"0788789554";"The Return of the King (The Lord of the Rings, Book 3)";"J. R. R. Tolkien";"2001";"Recorded Books";"http://images.amazon.com/images/P/0788789554.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0788789554.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0788789554.01.LZZZZZZZ.jpg"
"0618083561";"The End of the Third Age (The History of The Lord of the Rings, Part 4)";"J.R.R. Tolkien";"2000";"Houghton Mifflin";"http://images.amazon.com/images/P/0618083561.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618083561.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618083561.01.LZZZZZZZ.jpg"
"0618154000";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618154000.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618154000.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618154000.01.LZZZZZZZ.jpg"
"1565116690";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"2002";"Highbridge Audio";"http://images.amazon.com/images/P/1565116690.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1565116690.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1565116690.01.LZZZZZZZ.jpg"
"0439411297";"Literature Guide: The Lord of the Rings, Grades 4-8 (Scholastic Literature Guide)";"J. R. R. Tolkien";"2002";"Scholastic";"http://images.amazon.com/images/P/0439411297.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0439411297.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0439411297.01.LZZZZZZZ.jpg"
"1565116674";"The Fellowship of the Ring (The Lord of the Rings, Part 1)";"J. R. R. Tolkien";"2002";"Highbridge Audio";"http://images.amazon.com/images/P/1565116674.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1565116674.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1565116674.01.LZZZZZZZ.jpg"
"061808357X";"The Return of the Shadow (The History of The Lord of the Rings, Part One) (The History of Middle-Earth - Volume 6)";"J.R.R. Tolkien";"2000";"Houghton Mifflin";"http://images.amazon.com/images/P/061808357X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/061808357X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/061808357X.01.LZZZZZZZ.jpg"
"0618083588";"Treason of Isengard (The History of The Lord of the Rings, Part Two) (The History of Middle-Earth - Volume 7)";"J.R.R. Tolkien";"2000";"Houghton Mifflin";"http://images.amazon.com/images/P/0618083588.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618083588.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618083588.01.LZZZZZZZ.jpg"
"0618153985";"The Fellowship of the Ring (The Lord of the Rings, Part 1)";"J.R.R. Tolkien";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618153985.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618153985.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618153985.01.LZZZZZZZ.jpg"
"0618153993";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618153993.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618153993.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618153993.01.LZZZZZZZ.jpg"
"0898452236";"The Lord of the Rings : The Two Towers and the Return of the King(Exerpts)";"J.R.R. Tolkien";"1988";"HarperAudio";"http://images.amazon.com/images/P/0898452236.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0898452236.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0898452236.01.LZZZZZZZ.jpg"
"0618346279";"The Return of the King (The Lord of the Rings, Part 3)";"J. R. R. Tolkien";"2003";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618346279.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618346279.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618346279.01.LZZZZZZZ.jpg"
"0618153977";"The Lord of the Rings";"J. R. R. Tolkien";"2001";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618153977.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618153977.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618153977.01.LZZZZZZZ.jpg"
"0788789538";"The Fellowship of the Ring (The Lord of the Rings, Book 1)";"J. R. R. Tolkien";"2000";"Recorded Books";"http://images.amazon.com/images/P/0788789538.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0788789538.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0788789538.01.LZZZZZZZ.jpg"
"0808520903";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"1999";"Sagebrush Bound";"http://images.amazon.com/images/P/0808520903.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0808520903.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0808520903.01.LZZZZZZZ.jpg"
"0261102249";"The Return of the Shadow (The History of The Lord of the Rings, Part One) (The History of Middle-Earth - Volume 6)";"Christopher Tolkien";"1994";"HarperCollins";"http://images.amazon.com/images/P/0261102249.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0261102249.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0261102249.01.LZZZZZZZ.jpg"
"0965307794";"The Return of the King (The Lord of the Rings Part 3)";"J.R.R. Tolkien";"2001";"Bookspan";"http://images.amazon.com/images/P/0965307794.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0965307794.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0965307794.01.LZZZZZZZ.jpg"
"0739301187";"The Lord of the Rings: The Two Towers: A Full-Cast Dramatization";"J. R. R. Tolkien";"2002";"Random House Audio Publishing Group";"http://images.amazon.com/images/P/0739301187.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0739301187.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0739301187.01.LZZZZZZZ.jpg"
"0788789813";"The Fellowship of the Ring (The Lord of the Rings, Book 1)";"J. R. R. Tolkien";"2001";"Recorded Books";"http://images.amazon.com/images/P/0788789813.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0788789813.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0788789813.01.LZZZZZZZ.jpg"
"078878983X";"The Two Towers (The Lord of the Rings, Book 2)";"J. R. R. Tolkien";"2001";"Recorded Books";"http://images.amazon.com/images/P/078878983X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/078878983X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/078878983X.01.LZZZZZZZ.jpg"
"0788789848";"The Return of the King (The Lord of the Rings, Book 3)";"J. R. R. Tolkien";"2001";"Recorded Books";"http://images.amazon.com/images/P/0788789848.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0788789848.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0788789848.01.LZZZZZZZ.jpg"
"0618345841";"The Lord of the Rings";"J. R. R. Tolkien";"2003";"Houghton Mifflin Company";"http://images.amazon.com/images/P/0618345841.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0618345841.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0618345841.01.LZZZZZZZ.jpg"
"0395647398";"The Two Towers (The Lord of the Rings, Part 2)";"J. R. R. Tolkien";"1992";"Houghton Mifflin";"http://images.amazon.com/images/P/0395647398.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395647398.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395647398.01.LZZZZZZZ.jpg"
